"Name","Location"
".MessageSetApply__10GInterfaceFv","103691a0"
".ValidToFightThisToObject__6ObjectFP16GInterfaceStatusRC9MapCoords","10369240"
".SelectFightThisToMapCoord__6ObjectFP16GInterfaceStatusRC9MapCoords","103692a0"
".GetResourcePos__13MultiMapFixedF13RESOURCE_TYPEl","10369300"
".MetersToWholeZ__6GUtilsFf","103693c0"
".__dt__14SetupTabButtonFv","10369440"
".RequestPowerUp__10GInterfaceFP16WorshipSpellIcon13POWER_UP_TYPE","10369560"
".InterfaceRequestSpellPrevious__10GInterfaceFv","10369630"
".InterfaceRequestSpell__10GInterfaceF15SPELL_SEED_TYPE","103696e0"
".FightSelectToObject__10GInterfaceFP6ObjectUl","103697b0"
".EndFightToObject__10GInterfaceFUl","10369890"
".FightApplyToObject__10GInterfaceFP6ObjectUl","10369920"
".InteractWithMapCoordObject__10GInterfaceFP6Object","10369a00"
".EndLockedSelect__10GInterfaceFP6Object","10369ae0"
".StartLockedSelect__10GInterfaceFP6Object","10369bc0"
".EmptyHand__10GInterfaceFv","10369cf0"
".ApplyUnlockProcess__10GInterfaceFP6ObjectUl","10369de0"
".PlaceObjectInMagicHand__10GInterfaceFP6Object","10369eb0"
".TapInterfaceObject__10GInterfaceFP6Object","1036a160"
".ApplyMapCoordToFight__10GInterfaceFRC9MapCoords","1036a2b0"
".SelectMapCoordToFight__10GInterfaceFRC9MapCoords","1036a440"
".ApplyCoordToHandObject__10GInterfaceFP23GestureSystemPacketData","1036a5d0"
".GiveHandObjectToInterfaceObject__10GInterfaceFP6Objecti","1036a740"
".ApplyInterfaceObjectToHandObject__10GInterfaceFP6ObjectP23GestureSystemPacketData","1036a930"
".ApplyChangesToHand__10GInterfaceF12GAME_RETURNSP6ObjectRC9MapCoords","1036ab20"
".RemoveCurrentHandObjectAndPlaceOnMap__10GInterfaceFRC9MapCoordsP6Object","1036acb0"
".ForDrawFXGetNumVertices__16GameThingWithPosFv","1036ad90"
".EndPlayBack__10GInterfaceFv","1036afc0"
".NextPlayBack__10GInterfaceFiPi","1036b0a0"
".USwapInplace32<18SCRIPT_OBJECT_TYPE>__13SamsUtilitiesFR18SCRIPT_OBJECT_TYPE","1036b750"
".USwapInplace32<Ul>__13SamsUtilitiesFRUl","1036b890"
".SwapIfNeeded__7LHPointFv","1036b930"
".SwapIfNeeded__16InitialThrowInfoFv","1036b9a0"
".USwapInplace32<23INTERFACE_MESSAGE_TYPES>__13SamsUtilitiesFR23INTERFACE_MESSAGE_TYPES","1036ba60"
".__ct__17GInterfaceCollideFv","1036bae0"
".StartPlayBack__10GInterfaceFPcUli","1036bb70"
".GetText__16GInterfaceStatusFv","1036bdc0"
".GetSaveType__16GInterfaceStatusFv","1036be00"
".GetDebugText__16GInterfaceStatusFv","1036be40"
".UnInit__16GInterfaceStatusFv","1036be90"
".Init__16GInterfaceStatusFUcP10GInterface","1036bf20"
".ResolveLoad__16GInterfaceStatusFv","1036c020"
".SaveExtraData__16GInterfaceStatusFR10GameOSFile","1036c080"
".Load__16GInterfaceStatusFR10GameOSFile","1036c160"
".Save__16GInterfaceStatusFR10GameOSFile","1036c810"
".CleanUp__13LHInetWeatherFv","1036cf20"
".SetLastSpellGained__16GInterfaceStatusF15SPELL_SEED_TYPE","1036d050"
".UpdateSpellInfo__16GInterfaceStatusFP5SpellP15PSysProcessInfo","1036d0e0"
".GetHandMapCoords__16GInterfaceStatusFv","1036d3b0"
".SetPacket__5GGameF11PACKET_TYPEP23GestureSystemPacketData","1036d410"
".PlaceObjectInMagicHand__16GInterfaceStatusFP6Object","1036d530"
".MoveAbodeToPlannedAbodes__5AbodeFv","1036d5a0"
".DrawBg__10SetupThingFiiiiiii","1036d6d0"
".TidyHands__16GInterfaceStatusFv","1036daf0"
".__as__9GameThingFRC9GameThing","1036dbf0"
".DrawBoxList__10SetupThingFUlPQ210SetupThing3BoxP12LH3DMaterialP9LH3DColoriiibf","1036dc60"
".MouseUp__12SetupPictureFiib","1036e5b0"
".IsVillagerInTownWithoutManyBreeders__16GameThingWithPosFP8Creature","1036e6c0"
".AddToCurrentHandArray__16GInterfaceStatusFP6Object","1036e720"
".AddToNewHand__16GInterfaceStatusFP6Object","1036e970"
".RemoveFromCurrentHand__16GInterfaceStatusFv","1036ea30"
".CleanupHand__16GInterfaceStatusFP10GMagicHand","1036eb80"
".DoesRegionContainField__9MapCoordsFv","1036ec60"
".SetObjectInteract__16GInterfaceStatusFP6Object","1036ecd0"
".InsertMapObject__5AbodeFv","1036edb0"
".FindVillager__5AbodeFPFP16GameThingWithPos18SCRIPT_OBJECT_TYPEUl_i18SCRIPT_OBJECT_TYPEUl","1036ee00"
".GetActualMemoryRequired__13UniqueKeyHeapCFUl","1036efb0"
".VeryFastDistance__6GUtilsFllll","1036f000"
".IsOnFire__16GameThingWithPosFP8Creature","1036f0b0"
".IsVillagerBelongingToOtherPlayer__16GameThingWithPosFP8Creature","1036f100"
".SetCameraAndHandToPointToCitadel__16GInterfaceStatusFv","1036f160"
".ToBeDeleted__16GInterfaceStatusFi","1036f260"
".SetToZero__16GInterfaceStatusFP10GInterface","1036f310"
".__dt__16GInterfaceStatusFv","1036f480"
".__ct__16GInterfaceStatusFv","1036f590"
".UpdateComputerSumbol__12PlayerSymbolFii","1036f780"
".__dt__11PetitNavireFv","1036fc20"
".__ct__11PetitNavireFl","1036fdb0"
".PostDraw__11PetitNavireFv","103703b0"
".PreDraw__11PetitNavireFv","10371590"
".RestartBeingFunctional__5AbodeFv","10371be0"
".ReleaseAll__5IntroFv","10371c20"
".Create__5IntroFl","10371d40"
".GetLine__15SetupHLineGraphFiR9HLineData","10372050"
".AddCompressTattoo__7GTattooFllPUc","10372120"
".AddDefaultTattoo__7GTattooFlllP12LH3DSurfDesc","103722b0"
".Draw__7GTattooFllP11LH3DTextureffflP10TattooInfoiPUc","10372740"
".SetPacket__5GGameF11PACKET_TYPEll","10372840"
".__ct__13FlyingObjectsFv","103728c0"
".Set__9MapCoordsFP14JustWholeMapXZ","103728f0"
".CreateFinalTextureSymbols__12PlayerSymbolFv","10372950"
".RebuildLocalTattoo__12PlayerSymbolFP13PlayerProfileP8CreatureiiPc","10372c40"
".UncompressBlock__12PlayerSymbolFP12LH3DSurfDesclPUc","10373740"
".GetCompressData__12PlayerSymbolFPUcl","10373890"
".Close__12PlayerSymbolFv","103739a0"
".CloseOnce__12PlayerSymbolFv","103739d0"
".Open__12PlayerSymbolFv","10373aa0"
".OpenOnce__12PlayerSymbolFv","103740f0"
".Create__14CompressTattooFP8Creature","103747e0"
".__dt__7GTattooFv","10374cd0"
".__ct__7GTattooFv","10374d70"
".WaitUntilGameLoopStarted__9LHNetBaseFv","10374dc0"
".StartAGame__9LHNetBaseF16LH_PACKET_SOURCE","10374ef0"
".__ct__10PlayerInfoFv","10375150"
".__dt__7OOSInfoFv","103751c0"
".__ct__7OOSInfoFv","10375240"
".__ct__12LHConnectionFv","10375270"
".ListenForChats__9LHNetBaseFv","10375360"
".UpdateUserData__9LHNetBaseFv","103753e0"
".GetPlayerSymbolSize__13PlayerProfileFv","10375550"
".Read__9LHNetBaseFUl","103755b0"
".UDPSend__9LHNetBaseFP10LHNetEvent","103757d0"
".SendIAmHere__9LHNetBaseFP15LHTransportInfo","103759e0"
".BroadcastIAmHere__9LHNetBaseFv","10375ad0"
".Ping__9LHNetBaseFP15LHTransportInfo","10375b90"
".RequestOnlineStatus__9LHNetBaseFUlPUlP15LHTransportInfo","10375ca0"
".SendToOtherList__9LHNetBaseFPwP15LHTransportInfo","10375dc0"
".Chat__9LHNetBaseF10LH_USER_IDPwP15LHTransportInfo","10375f10"
".Set__15LHTransportInfoFUs","10376230"
".AdjustMessage__9LHNetBaseFPw","103762b0"
".SendSpecial__9LHNetBaseFPw","103763b0"
".Shutdown__9LHNetBaseFv","10376480"
".__dt__9LHNetBaseFv","103766c0"
".__ct__9LHNetBaseFv","103767c0"
".Open__10CloudInSkyFv","10376d10"
".TakeFromString__16LandscapeDetailsFPc","10376f10"
".ForceTime__15GLandAlignementFf","10377110"
".__ct__21LHInetWeatherLocationFv","10377190"
".AreWeOnDisk__16LandscapeDetailsFb","103772b0"
".GetInfo__5AbodeCFv","10377350"
".Close__15GLandAlignementFv","10377380"
".Open__15GLandAlignementFUl","10377490"
".LoadAll__12GLandBalanceFR10GameOSFile","10377600"
".SaveAll__12GLandBalanceFR10GameOSFile","103776c0"
".SaveObject__12GLandBalanceFR8LHOSFileRC9MapCoords","10377780"
".Init__12GLandBalanceFQ212GLandBalance12LAND_BALANCEfP7GPlayer","103778a0"
".ReInit__12GLandBalanceFv","10377900"
".GetValue__12GLandBalanceFQ212GLandBalance12LAND_BALANCE","10377980"
".Init__12GLandBalanceFv","103779e0"
".__ct__16GameThingWithPosFRC9MapCoords","10377b90"
".IsToy__16GameThingWithPosFP8Creature","10378410"
".__dt__7GCameraFv","10378450"
".__dt__14DesintegrationFv","10378de0"
".Draw__14DesintegrationFv","10378ec0"
".ConvertJustMapXZToLandscapePoint__10GLandscapeFRC9JustMapXZR7LHPoint","10379270"
".GetBoredomMultiplier__16GameThingWithPosFP8Reaction","103793b0"
".Draw__14SetupVBarGraphFbb","10379480"
".DrawSubPixel__10GLandscapeFPUsUlUlUl","10379cd0"
".IsStoragePitBelongingToMyPlayer__16GameThingWithPosFP8Creature","10379d10"
".SetPacket__5GGameF11PACKET_TYPEUlUlUlUl","10379d70"
".__dt__10GLandscapeFv","10379ee0"
".Open__10GLandscapeFPc","10379f50"
".Close__10GLandscapeFv","1037a310"
".__ct__9MapCoordsFfff","1037a430"
".KeyDown__14SetupTabButtonFii","1037abd0"
".__dt__12GLeashStatusFv","1037aca0"
".GetSaveType__12GLeashStatusFv","1037ad30"
".ResolveLoadForCreature__12GLeashStatusFv","1037ad70"
".ResolveLoad__12GLeashStatusFv","1037ae10"
".GetPlayer__12GLeashStatusFv","1037ae50"
".Load__12GLeashStatusFR10GameOSFile","1037aeb0"
".Save__12GLeashStatusFR10GameOSFile","1037b1a0"
".SaveExtraData__12GLeashStatusFR10GameOSFile","1037b4b0"
".Toggle__12GLeashStatusFP8Creature","1037b590"
".SetOn__12GLeashStatusFP8Creaturei","1037b680"
".SetOnHand__12GLeashStatusFP8Creature","1037b930"
".SetOnObject__12GLeashStatusFP8CreatureP16GameThingWithPos","1037ba80"
".DoConsequencesOfTypeChange__12GLeashStatusF10LEASH_TYPEP7GPlayer","1037bf70"
".Clear__55LHFastPointer<38LHLinkedNode<P21LHInetWeatherLocation>>Fv","1037c0a0"
".SetType__12GLeashStatusF10LEASH_TYPEP7GPlayer","1037c110"
".UpdateLeashLengthWhenAttachedToObject__12GLeashStatusFP8CreatureP16GameThingWithPos","1037c180"
".CalculateLeashLengthFromCreature__12GLeashStatusFP8Creature","1037c320"
".SetToZero__12GLeashStatusFv","1037c3f0"
".__dt__19DataForScriptRemindFv","1037c460"
".GetSaveType__19DataForScriptRemindFv","1037c4f0"
".GetDebugText__19DataForScriptRemindFv","1037c530"
".ResolveLoad__19DataForScriptRemindFv","1037c580"
".Load__19DataForScriptRemindFR10GameOSFile","1037c5c0"
".Save__19DataForScriptRemindFR10GameOSFile","1037c8b0"
".FinishedVideo__5GGameFv","1037cbd0"
".GetInHandImmersionTexture__6LivingFv","1037cc80"
".RememberMe__19DataForScriptRemindFP6Living","1037ccc0"
".KeepThatInMind__19DataForScriptRemindFP6Living","1037cde0"
".CallVirtualFunctionsForCreation__19DataForScriptRemindFRC9MapCoords","1037cf90"
".Create__19DataForScriptRemindFv","1037cff0"
".__ct__19DataForScriptRemindFv","1037d100"
".ResolveLoad__8DataPathFv","1037d1b0"
".CallVirtualFunctionsForCreation__8DataPathFRC9MapCoords","1037d230"
".__dt__8DataPathFv","1037d2b0"
".__ct__8DataPathFv","1037d350"
".Load__8DataPathFR10GameOSFile","1037d3e0"
".Save__8DataPathFR10GameOSFile","1037d620"
".ResolveLoad__6LivingFv","1037d880"
".Load__6LivingFR10GameOSFile","1037d8d0"
".Save__6LivingFR10GameOSFile","1037ddd0"
".SetFlock__6LivingFP5Flock","1037e2a0"
".RemoveFromGame__6LivingFv","1037e320"
".CanBeHealedByHealSpell__6LivingFv","1037e4a0"
".IsAtMovePathDestination__6LivingFv","1037e510"
".GetWalkPathPercentage__6LivingFv","1037e5d0"
".IsAtLeastAt__6LivingFf","1037e650"
".MoveAlongPath__6LivingFv","1037e700"
".SetupMoveAlongPath__6LivingF11SCRIPT_PATHUcffi","1037eba0"
".ExitMoveOnPath__6LivingFUc","1037ee00"
".MoveOnFootpath__6LivingFv","1037eef0"
".EnterMoveOnPath__6LivingFUcUc","1037f260"
".ExitBeingEaten__6LivingFUc","1037f2a0"
".UpdateVillagerActivityEffect__9GameThingFP8Villager","1037f2e0"
".EnterMoveToPos__6LivingFUcUc","1037f330"
".SetTown__5AbodeFP4Town","1037f370"
".SetupMoveOnFootpath__6LivingFP9GFootpathiUcP13GFootpathNode","1037f3d0"
".SetupMoveOnCloseFootpath__6LivingFRC9MapCoordsUc","1037f5c0"
".CreatureMustAvoid__6LivingFP8Creature","1037f690"
".ExitDanceInScript__6LivingFUc","1037f6d0"
".StateInDance__6LivingFv","1037f9b0"
".EnterDanceInScript__6LivingFUcUc","1037fb00"
".AddPlaytimeVillager__13MultiMapFixedFP8Villager","1037fbf0"
".GetWeather__13LHInetWeatherFUc","1037fc40"
".GetReadyForNetworkUnfriendlyEndLockedSelect__6ObjectFv","1037fcb0"
".ApplyThisToObject__6LivingFP16GInterfaceStatusP6ObjectP23GestureSystemPacketData","1037fd10"
".ValidToApplyThisToObject__6LivingFP16GInterfaceStatusP6Object","1037ffb0"
".ExitInLanded__6LivingFUc","10380050"
".ExitInFlying__6LivingFUc","10380090"
".ExitInHand__6LivingFUc","10380130"
".CanBecomeAPhysicsObject__6LivingFv","103801d0"
".ReactToPhysicsImpact__6LivingFP13PhysicsObjectb","10380210"
".HasSunk__6LivingFv","103803b0"
".GetBoundingSphere__6LivingFR7LHPointRf","103804c0"
".SetAge__6LivingFUl","10380600"
".DebugShowTime__6LivingFUlUcUc","10380650"
".DoAreYoSureLeaveLand0Requestor__5GGameFPw","10380690"
".IsInfluenceRing__16GameThingWithPosFv","10380730"
".RemoveFromFlock__6LivingFv","10380770"
".Load__9GameThingFR10GameOSFile","103807f0"
".IsWonder__16GameThingWithPosFv","10380910"
".CallNextFrame__13LHVideoPlayerFv","10380950"
".IsPuzzleGame__16GameThingWithPosFv","103809e0"
".ToBeDeleted__9GameThingFi","10380a20"
".MoveInFlock__6LivingFv","10380b40"
".MoveOnStructure__6LivingFv","10380fd0"
".ExitReaction__6LivingFUc","10381190"
".InterfaceSetInMagicHand__6LivingFP16GInterfaceStatus","10381220"
".__ct__12LivingActionFv","10381350"
".KeyDown__9SetupEditFii","103813a0"
".GetForPlayer__7MapListFUl","10381a20"
".SetOnHold__8SetupBoxFUl","10381ad0"
".IsActivityObjectWhichPlayfulnessAppliesTo__16GameThingWithPosFP8Creature","10381cb0"
".GetWorshipSite__16WorshipSpellIconFv","10381d20"
".GetAngle__20PlannedMultiMapFixedFv","10381d60"
".GetPlayerWhoLastDroppedMe__9GameThingFv","10381da0"
".GetPlayer__15GComputerPlayerFv","10381df0"
".GetReaction__6LivingFv","10381e30"
".CalculateDesireChangeByDistance__6LivingFff","10381e70"
".CalculateDesireChangeByDistance__6LivingFRC9MapCoordsf","10381f00"
".CalculateDesireChangeByDistance__6LivingFP6Objectf","10381fb0"
".CallVirtualFunctionsForCreation__6LivingFRC9MapCoords","10382060"
".CanBeAttackedByCreature__16GameThingWithPosFP8Creature","103820f0"
".CanSee__6LivingFP6Object","10382330"
".Birthday__6LivingFv","103823e0"
".GetFirstObjectMobile__7MapCellCFv","10382410"
".CreateCreatureFromLiving__6LivingFP7GPlayerRC9MapCoords","10382450"
".InHand__6LivingFv","103824b0"
".SpinAround__6LivingFv","103824e0"
".LookAtPos__6LivingFRC9MapCoordsUl","10382540"
".LookAtObject__6LivingFP16GameThingWithPosUl","103826a0"
".BeingEaten__6LivingFv","10382720"
".Downed__6LivingFv","10382830"
".SetDowned__6LivingFv","103828c0"
".Dead__6LivingFv","10382950"
".Dying__6LivingFv","10382a60"
".GetNumTurnsToDieOver__6LivingFv","10382af0"
".SetDying__6LivingFv","10382b30"
".MoveByTeleport__6LivingFRC9MapCoords","10382c10"
".Flying__6LivingFv","10382cf0"
".WaitForCounter__6LivingFv","10382d20"
".MoveToObject__6LivingFv","10382da0"
".SimpleMoveTo__6LivingFv","10383040"
".GetFinalDestPos__6LivingFP9MapCoords","103830e0"
".InvalidState__6LivingFv","103831d0"
".ToBeDeleted__6LivingFi","10383210"
".SetToZero__6LivingFv","103834b0"
".__ct__6LivingFRC9MapCoordsPC11GLivingInfo","10383560"
".GetSaveType__8DataPathFv","10383840"
".GetDebugText__8DataPathFv","10383880"
".DecideWhatToDo__6LivingFv","103838c0"
".SetupReactToFire__6LivingFP16GameThingWithPosP8Reaction","10383900"
".ReactToFirePriority__6LivingFP8ReactionP8Reaction","10383950"
".ReactToFightPriority__6LivingFP8ReactionP8Reaction","103839a0"
".ReactToTeleportPriority__6LivingFP8ReactionP8Reaction","103839f0"
".ReactToDeathPriority__6LivingFP8ReactionP8Reaction","10383a40"
".__dt__25ProcessLivingDebugElementFv","10383c10"
".__ct__25ProcessLivingDebugElementFv","10383c90"
".PerformDance__6LivingFRC9MapCoordsUcUl","10383ce0"
".GetActionGroupID__10DanceGroupFv","10384120"
".CalculateDancePosition__6LivingFRC9MapCoordsP9MapCoords","10384160"
".RemoveFromDance__6LivingFi","103841e0"
".AddToDanceGroup__6LivingFP10DanceGroup","10384340"
".EndPhysics__6AnimalFP13PhysicsObjectb","10384510"
".EndPhysics__8VillagerFP13PhysicsObjectb","103846d0"
".SetUpPhysOb__6AnimalFP6PhysOb","10384ac0"
".__ct__4PTriFv","10385040"
".GetPhysicsConstantsType__6AnimalFv","10385070"
".SetUpPhysOb__8VillagerFP6PhysOb","103850b0"
".GetPhysicsConstantsType__8VillagerFv","10385630"
".InitialisePhysics__8VillagerFRC7LHPointRC7LHPointP6ObjectbP16GInterfaceStatus","10385670"
".InitialisePhysicsFromHand__8VillagerFR7LHPointR7LHPointP16GInterfaceStatusP6Objecti","10385750"
".InitialisePhysics__6LivingFRC7LHPointRC7LHPointP6ObjectbP16GInterfaceStatus","10385900"
".InitialisePhysicsFromHand__6LivingFR7LHPointR7LHPointP16GInterfaceStatusP6Objecti","10385a30"
".StandardNumGameTurnsBeforeReactingToWoodAgainFunction__6LivingFP16GameThingWithPosUlf","10385bb0"
".AmILikelyToMove__6LivingFv","10385c50"
".DrawWallHugDebug__6LivingFv","10385ca0"
".LookAtFlyingObjectReaction__6LivingFv","10385ce0"
".ArrivesAtPickupBallReaction__6LivingFv","10385d70"
".GotoPickupBallReaction__6LivingFv","10385e00"
".ArrivesAtFoodReaction__6LivingFv","10385ed0"
".GotoWoodReaction__6LivingFv","10385f40"
".GotoFoodReaction__6LivingFv","10386030"
".InspectObjectReaction__6LivingFv","10386120"
".FollowingObjectReaction__6LivingFv","10386180"
".FleeingAndLookingAtObjectReaction__6LivingFv","10386350"
".LookingAtObjectReaction__6LivingFv","103863c0"
".GetFleeingPositionFromMovingObject__6LivingFP9MapCoordsP16GameThingWithPosf","103864c0"
".GetFleeingPositionFromStationaryObject__6LivingFP9MapCoordsP16GameThingWithPosf","10386800"
".IsObjectTravellingTowardsMe__6LivingFP16GameThingWithPos","10386990"
".FleeFromObjectIfComingTowardsMe__6LivingFP16GameThingWithPos15VILLAGER_STATES15VILLAGER_STATES","10386bd0"
".FleeingFromObjectReaction__6LivingFv","10386d40"
".NumGameTurnsBeforeReactingAgainToCreatureFunction__6LivingFP16GameThingWithPosUlf","10386e40"
".NumGameTurnsToReactToCreatureFunction__6LivingFP16GameThingWithPosUlf","10387040"
".NumGameTurnsBeforeReactingToShieldAgainFunction__6LivingFP16GameThingWithPosUlf","10387200"
".NumGameTurnsToReactToShieldFunction__6LivingFP16GameThingWithPosUlf","10387290"
".NumGameTurnsBeforeReactingAgainToBurningObjectFunction__6LivingFP16GameThingWithPosUlf","10387320"
".NumGameTurnsToReactToBurningObjectFunction__6LivingFP16GameThingWithPosUlf","103873c0"
".NumGameTurnsBeforeReactingAgainToPredatorFunction__6LivingFP16GameThingWithPosUlf","10387450"
".NumGameTurnsToReactToPredatorFunction__6LivingFP16GameThingWithPosUlf","103875b0"
".StandardNumGameTurnsToReactFunction__6LivingFP16GameThingWithPosUlf","10387890"
".ReactToConfusedPriority__6LivingFP8ReactionP8Reaction","103879b0"
".ReactToFaintingPriority__6LivingFP8ReactionP8Reaction","10387a20"
".ReactToNewBuildingPriority__6LivingFP8ReactionP8Reaction","10387a90"
".ReactToCreatureGiftPriority__6LivingFP8ReactionP8Reaction","10387b30"
".ReactToMagicShieldPriority__6LivingFP8ReactionP8Reaction","10387bb0"
".ReactToBallPriority__6LivingFP8ReactionP8Reaction","10387c30"
".ReactToFlyingObjectPriority__6LivingFP8ReactionP8Reaction","10387cd0"
".ReactToMagicTreePriority__6LivingFP8ReactionP8Reaction","10387d90"
".ReactToWoodPriority__6LivingFP8ReactionP8Reaction","10387e10"
".ReactToFoodPriority__6LivingFP8ReactionP8Reaction","10387ee0"
".ReactToCreaturePriority__6LivingFP8ReactionP8Reaction","10388020"
".FollowSpellPriority__6LivingFP8ReactionP8Reaction","103880b0"
".LookAtNiceSpellPriority__6LivingFP8ReactionP8Reaction","10388120"
".LookAtSpellPriority__6LivingFP8ReactionP8Reaction","103881e0"
".FleeFromSpellPriority__6LivingFP8ReactionP8Reaction","10388250"
".FollowObjectPriority__6LivingFP8ReactionP8Reaction","10388330"
".LookAtObjectPriority__6LivingFP8ReactionP8Reaction","103883a0"
".FleeFromPredatorPriority__6LivingFP8ReactionP8Reaction","10388410"
".FleeFromObjectPriority__6LivingFP8ReactionP8Reaction","103884e0"
".SetupReactToNewBuilding__6LivingFP16GameThingWithPosP8Reaction","10388550"
".SetupReactToCreatureGift__6LivingFP16GameThingWithPosP8Reaction","103885b0"
".SetupReactToBall__6LivingFP16GameThingWithPosP8Reaction","10388630"
".SetupReactToFlyingObject__6LivingFP16GameThingWithPosP8Reaction","103886e0"
".SetupReactToMagicTree__6LivingFP16GameThingWithPosP8Reaction","10388790"
".SetupReactToFood__6LivingFP16GameThingWithPosP8Reaction","10388840"
".SetupReactToCreature__6LivingFP16GameThingWithPosP8Reaction","10388920"
".SetupFollowObject__6LivingFP16GameThingWithPosP8Reaction","10388a30"
".SetupLookAtNiceSpell__6LivingFP16GameThingWithPosP8Reaction","10388ae0"
".SetupLookAtSpell__6LivingFP16GameThingWithPosP8Reaction","10388b60"
".SetupLookAtObject__6LivingFP16GameThingWithPosP8Reaction","10388be0"
".SetupFleeFromPredator__6LivingFP16GameThingWithPosP8Reaction","10388c90"
".SetupFleeFromObject__6LivingFP16GameThingWithPosP8Reaction","10388d10"
".GetFirstIterator__7MapCellCFv","10388dc0"
".Draw__9SetupListFbb","10388e60"
".StopReactingAndSetState__6LivingFv","103894f0"
".StopReacting__6LivingFv","10389590"
".AddMoveToPosReaction__6LivingFP8ReactionRC9MapCoordsUci","10389630"
".AddMoveToPosWithFootpathReaction__6LivingFP8ReactionR16GameThingWithPosUci","10389750"
".SetGameTurnReactionFinished__6LivingF8REACTION","103898a0"
".GetGameTurnReactionStarted__6LivingF8REACTION","10389930"
".AddReaction__6LivingFP8ReactionUc","103899b0"
".SetVillagerActivity__9GameThingFP8Villager","10389ac0"
".SetupMoveOnStructure__6LivingFP6ObjectRC9MapCoordsUc","10389b10"
".IsSuitableForAbodeBuildFixed__9MapCoordsCFP12Game3DObjectffP6Object","10389bd0"
".FindObjectForComputerPlayer__9MapCoordsCFR15GComputerPlayerM15GComputerPlayerFPCvPvP6Object_ff","10389e90"
".SetPacket__5GGameF11PACKET_TYPEUlP7LHPointP7LHPointf","1038a240"
".SetupMoveToObject__6LivingFP6ObjectUc","1038a340"
".CanReceiveGifts__16GameThingWithPosFP8Creature","1038a3e0"
".D_CreatureUploadedNextTime__8MPFEDataFv","1038a430"
".Get__48LHFastPointer<31LHLinkedNode<P14MPFERequesterQ>>CFv","1038a600"
".Set__48LHFastPointer<31LHLinkedNode<P14MPFERequesterQ>>FP31LHLinkedNode<P14MPFERequesterQ>","1038a660"
".__ct__48LHFastPointer<31LHLinkedNode<P14MPFERequesterQ>>Fv","1038a6e0"
".__ct__14MPFERequesterQF18MPFEREQUESTER_ENUMPw9TeamEnumsUl","1038a740"
".D_CreatureErrorMessage__8MPFEDataFv","1038a800"
".D2A_CouldNotStartBecauseIAmDownloading__8MPFEDataFv","1038a8a0"
".D2A_CouldNotStartBecauseOtherPeopleDownloading__8MPFEDataFv","1038a950"
".D2A_ClientWaitStart__8MPFEDataFv","1038add0"
".D2A_HostWaitStart__8MPFEDataFv","1038ae70"
".D2A_TransferringFiles__8MPFEDataFv","1038af10"
".D2A_EnableStartGameButton__8MPFEDataFv","1038b000"
".D2A_DisableStartGameButton__8MPFEDataFv","1038b080"
".D2A_PersonCouldNotDownload__8MPFEDataFPw","1038b100"
".D2A_CouldNotDownloadThumb__8MPFEDataFv","1038b1b0"
".D2A_CouldNotDownloadMap__8MPFEDataFv","1038b250"
".D2A_CouldNotQueryDatabase__8MPFEDataFv","1038b2f0"
".D2A_RefreshPlayerDetails__8MPFEDataFv","1038b390"
".D2A_RefreshMaps__8MPFEDataFv","1038b3f0"
".D2A_RefreshTeams__8MPFEDataFv","1038b450"
".D2A_YouHaveBeenInvited__8MPFEDataF9TeamEnumsPw","1038b4d0"
".D2A_YouWereKickedGame__8MPFEDataFPw","1038b5a0"
".D2A_YouWereKicked__8MPFEDataFPw","1038b640"
".D2A_PlayerDeniedJoin__8MPFEDataFPw","1038b6f0"
".D2A_PlayerRequestToJoinTeam__8MPFEDataF9TeamEnumsPw","1038b7a0"
".D2A_UpdateThumbnail__8MPFEDataFUl","1038b880"
".D2A_IncomingChatString__8MPFEDataFPwPwbbb","1038b920"
".__opPw__10LHSPrintfWFv","1038bbf0"
".Callback__10ChannelBoxFiP8SetupBoxP12SetupControlii","1038bc20"
".ClanCallback__10ChannelBoxFiP8SetupBoxP12SetupControlii","1038cc90"
".PlayerCallback__10ChannelBoxFiP8SetupBoxP12SetupControlii","1038d050"
".DrawClanSymbol__10ChannelBoxFiiiii","1038d290"
".ChatCallback__10ChannelBoxFiP8SetupBoxP12SetupControlii","1038d430"
".LandCallback__10ChannelBoxFiP8SetupBoxP12SetupControlii","1038d660"
".UpdateTeams__10ChannelBoxFv","1038dc60"
".UpdateCaption__10ChannelBoxFv","1038e1f0"
".UpdatePlayerInfo__10ChannelBoxFv","1038e3e0"
".Get__47LHFastPointer<30LHLinkedNode<P13MPFETitleData>>CFv","1038e5c0"
".UpdateLands__10ChannelBoxFv","1038e670"
".UpdateClans__10ChannelBoxFv","1038ea00"
".Get__49LHFastPointer<32LHLinkedNode<P15MPFEClanDetails>>CFv","1038f240"
".InitControls__10ChannelBoxFv","1038f2f0"
".Destroy__10ChannelBoxFv","1038f5e0"
".Init__10ChannelBoxFUlUlPFiP8SetupBoxP12SetupControlii_v","1038f640"
".ReInit__10ChannelBoxFv","10390230"
".BuildThumbnail__10ChannelBoxFP18ServerLandscapeMap","10390300"
".GetImageByteSize__13MapThumbImageFv","103908b0"
".SetTab__10ChannelBoxFi","103909e0"
".SelectPlayer__10ChannelBoxFP17MPFEPlayerDetails","10390e70"
".Callback__12TeamControlsFiP8SetupBoxP12SetupControlii","10391070"
".InitControls__12TeamControlsFiiiii","10391840"
